ID,Nome,Endereco,Telefone,Data_de_cadastro,CNPJ,Porte
3285,Micheal Leite Pinheiro Ferraz,PR,75405-3433,17/6/2022,83.326.606/8354-13,Medio Porte
3286,André Lobato Barbieri Boaz,PR,48018-4506,10/1/2018,36.955.652/0038-80,ME
3287,Suely Boaz Mendonça Teixeira,SE,21973-6440,1/4/2024,58.075.777/3772-49,EPP
3288,Nara Boaz Brito Gonçalves,AC,83116-8177,19/12/2023,79.862.479/1133-59,EPP
3289,Patrick Breda Barbieri Cardoso,RN,37182-6712,6/8/2018,40.384.954/4717-92,ME
3290,Felipe Saboia Brito Barbieri,PA,15351-2726,20/10/2018,42.276.302/2692-33,ME
3291,Carmem Leite Breda Mendonça,RJ,01059-3631,6/2/2019,69.052.658/5170-49,MEI
3292,Giovanni Marques Oliveria Santana,AP,45961-7887,19/12/2017,90.442.173/8141-51,ME
3293,Mateus Matos Lobato Moares,SC,87479-5520,9/11/2018,70.928.382/1419-97,ME
3294,Dalva Matos Ferraz Rodrigues,RJ,78549-9863,25/5/2024,19.603.249/9111-45,EPP
3295,Ana Matos Matos Rodrigues,BA,40262-9947,28/6/2025,16.490.581/4378-84,Medio Porte
3296,Nayara Ferreira Teixeira Breda,AC,30377-8264,18/7/2016,31.244.805/7746-55,ME
3297,Abraão Moares Oliveria Boaz,PA,58268-3762,28/6/2024,24.333.416/7179-50,EPP
3298,Jason Boaz Marques Rodriguez,GO,04254-7454,27/5/2019,87.695.352/3823-88,ME
3299,Carla Fernandes Breda Gonçalves,PI,05051-5723,16/5/2023,11.017.239/9691-95,ME
3300,Nayara Ferraz Paz Leite,TO,34776-1778,4/5/2015,09.178.684/8364-73,EPP
3301,Andréia Rodrigues Oliveria Leme,MG,80977-3624,16/7/2019,80.666.046/9294-66,Grande Porte
3302,David Coutinho Santana Munhoz,PE,42826-3850,14/11/2018,15.471.098/2457-51,Grande Porte
3303,Emily Cabral Diones Pinheiro,RR,58823-2114,6/9/2020,99.635.488/6008-54,Medio Porte
3304,Bernardo Gonçalves Barbieri Nascimento,AC,90828-1130,8/1/2024,69.959.935/9339-02,ME
3305,Marlene Rodrigues Oliveria Saboia,MS,90860-5542,18/6/2020,12.715.643/0012-73,EPP
3306,Arthur Rodrigues Pinheiro Cabral,MG,08532-1400,23/8/2015,66.922.293/4272-52,ME
3307,Nayara Breda Paz Munhoz,SE,56593-3665,13/12/2022,34.947.601/9643-78,MEI
3308,Josué Fernandes Teixeira Saboia,SE,83992-5452,26/3/2023,79.944.601/4577-80,ME
3309,Fátima Teixeira Coutinho Boaz,RS,07431-8720,2/5/2022,36.389.553/9318-23,MEI
3310,Suzana Brito Ferraz Moares,RN,89931-7827,11/1/2021,20.913.020/6215-85,EPP
3311,Ben Breda Marques Cabral,AL,27266-3491,24/5/2025,96.832.038/6698-16,Medio Porte
3312,Marcos Fernandes Matos Silva,RN,78856-6246,13/2/2016,55.705.062/8533-04,ME
3313,Manoel Rodriguez Saboia Breda,PA,86349-8700,28/4/2017,58.005.072/3104-42,ME
3314,Daniel Nascimento Cardoso Leite,BA,79256-4628,14/11/2017,79.851.665/4526-46,MEI
3315,Marlene Cabral Silva Rodriguez,MT,48904-9073,23/4/2018,39.169.064/0021-07,ME
3316,Carmem Boaz Rodrigues Leite,MG,83336-1991,1/9/2022,27.167.337/3674-74,ME
3317,Jean Barbieri Oliveria Rodriguez,RN,74603-0923,16/7/2020,26.406.608/7768-23,Grande Porte
3318,Diana Fernandes Diones Ferraz,PR,86064-0050,20/9/2021,70.510.188/6700-71,EPP
3319,Clara Matos Matos Ferraz,AC,56355-8072,20/10/2018,46.133.155/8095-04,ME
3320,Daniel Diones Oliveria Coutinho,PB,14480-4078,9/10/2017,76.285.015/7647-42,Medio Porte
3321,Guilherme Santana Silva Mendonça,PA,24348-8259,18/7/2020,30.257.257/7261-74,ME
3322,Beatriz Ferraz Munhoz Barbieri,AP,87495-8355,24/1/2017,90.980.179/8094-79,ME
3323,Tom Cabral Oliveria Mendonça,AP,33647-3914,8/8/2022,53.789.524/8967-17,ME
3324,Juan Santana Ferraz Santana,MT,63839-0328,6/7/2018,12.854.058/4306-54,ME
3325,Giuseppe Moares Leme Silva,BA,22301-4322,12/8/2023,98.524.567/4941-70,MEI
3326,Laís Leme Rodriguez Matos,RN,14961-6440,20/1/2020,10.466.312/2074-74,ME
3327,Esther Marques Silva Fernandes,PI,21639-9319,25/11/2018,38.016.064/4519-89,MEI
3328,Dorotéia Nascimento Cardoso Cabral,PB,19800-8864,5/10/2024,38.942.761/1055-08,ME
3329,Raquel Gonçalves Paz Fernandes,AP,70072-8460,4/5/2024,85.412.245/4681-70,ME
3330,Camilla Rodrigues Matos Rodriguez,RR,98104-3135,13/11/2025,75.832.868/9536-49,ME
3331,Andréia Cardoso Matos Teixeira,RR,17675-7696,11/12/2017,06.039.076/9705-85,ME
3332,Mafalda Leme Rodriguez Saboia,SP,86881-1350,18/4/2015,08.077.262/2060-54,Medio Porte
3333,Beatriz Mendonça Coutinho Leite,AM,83799-0167,14/6/2017,80.072.250/2100-66,MEI
3334,Dora Coutinho Lobato Breda,PE,81517-2852,15/4/2025,18.652.808/6775-94,Medio Porte
3335,Rute Cardoso Cabral Brito,PA,20751-0996,11/11/2023,52.098.251/3717-89,ME
3336,Bárbara Ferraz Leite Lobato,GO,08721-4068,1/1/2016,31.893.090/6652-64,ME
3337,Elizabeth Cabral Ferreira Leme,CE,12214-2486,16/1/2023,42.958.697/3568-77,MEI
3338,Benjamim Santana Brito Coutinho,DF,63686-2332,15/9/2015,89.305.240/7378-93,EPP
3339,Joana Teixeira Barbieri Cabral,MG,24893-5193,10/7/2025,17.698.887/6829-88,ME
3340,Breno Ferreira Nascimento Breda,PR,53764-4450,19/3/2020,52.163.138/3103-63,MEI
3341,Alexandre Nascimento Leite Gonçalves,AM,57715-4601,1/11/2020,78.228.729/4204-04,MEI
3342,Thomas Nascimento Gonçalves Rodriguez,PA,83102-0491,4/9/2019,90.868.517/2492-00,ME
3343,Mateus Oliveria Ferraz Munhoz,PE,62798-1954,27/8/2017,38.167.172/8468-04,Medio Porte
3344,Christina Boaz Leite Ferreira,AP,51227-4406,20/7/2020,74.954.281/1450-44,EPP
3345,Lorena Cardoso Pinheiro Ferraz,MS,91298-3180,20/7/2016,36.562.432/2319-85,EPP
3346,Marlene Marques Ferraz Rodrigues,MS,47037-0617,14/6/2023,17.743.469/6662-90,EPP
3347,Felipe Rodrigues Matos Boaz,RN,79755-4420,9/8/2016,97.726.625/0922-68,ME
3348,Thereza Moares Santana Coutinho,PA,44964-8876,1/5/2019,02.352.760/4818-90,ME
3349,Bruna Nascimento Rodriguez Teixeira,BA,25305-0583,19/11/2022,26.709.957/6741-34,EPP
3350,Bruno Boaz Cardoso Ferreira,RN,55872-9853,26/12/2022,10.124.778/4230-66,MEI
3351,Zuleide Paz Moares Mendonça,DF,49697-6977,7/10/2024,91.283.051/1846-30,ME
3352,Rodolfo Teixeira Ferraz Barbieri,TO,70247-5083,3/11/2022,83.382.607/9521-52,EPP
3353,Pedro Leite Ferraz Ferreira,AL,19556-4489,27/12/2020,60.749.396/7186-98,ME
3354,Antonieta Lobato Silva Coutinho,BA,97685-3465,1/2/2015,73.244.748/7804-23,MEI
3355,Micheal Lobato Matos Ferraz,RJ,63296-8950,10/6/2015,27.320.887/3205-05,EPP
3356,Luiza Silva Leite Breda,TO,22033-5285,3/5/2018,40.730.813/7135-55,MEI
3357,Marcos Coutinho Ferreira Barbieri,PB,59702-8429,23/4/2025,62.546.630/5364-74,Medio Porte
3358,Guilherme Boaz Paz Saboia,MG,75219-8950,16/11/2024,93.935.156/5361-38,EPP
3359,Mafalda Leite Boaz Cardoso,GO,39242-1067,23/6/2017,09.951.418/7489-76,ME
3360,Elaine Leite Rodriguez Ferreira,RO,76369-6182,14/2/2018,97.955.730/4469-69,MEI
3361,Carolina Silva Nascimento Silva,SP,75726-8057,21/12/2022,10.440.013/5701-98,ME
3362,Laís Ferraz Diones Matos,AP,41736-2774,17/1/2024,69.458.866/9409-83,MEI
3363,Samuel Nascimento Rodrigues Leme,SE,40143-6707,1/4/2016,52.654.168/2956-47,MEI
3364,Emanuel Silva Teixeira Paz,RS,81984-3708,6/4/2016,89.162.749/6590-39,ME
3365,Eloísa Cardoso Diones Ferreira,BA,13987-0347,6/4/2023,32.880.164/8728-08,ME
3366,Luiza Munhoz Munhoz Ferreira,RJ,08757-4255,20/7/2023,15.138.061/9086-28,EPP
3367,Carla Gonçalves Ferraz Teixeira,AL,06359-8213,18/2/2017,90.775.524/8396-56,ME
3368,Frederico Breda Boaz Ferraz,PI,57390-3939,14/9/2020,04.979.976/3141-82,ME
3369,Vanessa Rodrigues Moares Teixeira,AL,64905-6291,7/4/2015,22.105.733/3708-81,EPP
3370,Carol Boaz Brito Matos,RS,79186-0368,2/6/2015,64.996.137/4184-70,MEI
3371,Rute Barbieri Nascimento Gonçalves,PB,86730-8667,20/12/2017,49.387.448/4135-94,ME
3372,Sabrina Diones Munhoz Silva,MA,68006-4219,6/9/2020,85.851.272/4762-21,Grande Porte
3373,Wanda Matos Fernandes Munhoz,MS,89663-0957,2/11/2017,66.685.822/7987-20,EPP
3374,Clara Oliveria Breda Coutinho,BA,97997-9051,18/4/2016,05.836.715/6173-59,EPP
3375,Marlene Cabral Marques Cabral,PR,34277-9079,26/5/2020,02.271.672/0253-67,MEI
3376,Lorena Boaz Paz Moares,MS,39050-5498,22/9/2017,12.759.692/1142-98,MEI
3377,Marcos Ferraz Ferraz Paz,SC,33781-0056,6/6/2019,51.532.060/6820-55,EPP
3378,Abraão Leme Mendonça Oliveria,PE,70373-7449,21/9/2022,81.027.504/3235-90,ME
3379,Anderson Munhoz Cardoso Rodrigues,GO,60169-5246,21/10/2023,89.974.142/6657-63,EPP
3380,Bernardo Oliveria Leite Barbieri,CE,84134-4994,1/2/2015,43.996.517/3441-40,Medio Porte
3381,Sabrina Fernandes Santana Leite,PE,68982-2347,2/5/2018,36.916.878/1731-41,MEI
3382,Joana Lobato Leite Cardoso,MT,16747-2957,23/3/2016,79.705.341/7562-61,EPP
3383,Willian Silva Breda Marques,SP,19653-2588,24/11/2025,25.900.068/6986-04,EPP
3384,Daniel Ferraz Brito Ferraz,AL,15983-1913,11/5/2016,31.728.601/7215-74,MEI
3385,Joelma Silva Barbieri Mendonça,PE,94978-0935,10/1/2025,60.259.917/7955-51,ME
3386,Elaine Mendonça Pinheiro Paz,PA,16946-1084,11/1/2024,06.317.453/7323-26,ME
3387,Thereza Munhoz Coutinho Diones,ES,30263-7188,9/12/2019,73.563.929/7888-86,Medio Porte
3388,Mercedes Leite Matos Brito,RS,73225-7969,23/9/2016,64.970.984/8143-38,Medio Porte
3389,Sandra Brito Saboia Coutinho,TO,38629-6640,14/9/2022,99.277.394/3198-34,Medio Porte
3390,Luiz Ferraz Nascimento Matos,MG,58548-4856,6/3/2021,03.511.216/6164-49,Medio Porte
3391,Andréia Ferraz Munhoz Gonçalves,AC,76545-7732,17/12/2017,11.121.006/3919-84,ME
3392,Daniel Munhoz Pinheiro Brito,AM,11914-0011,5/11/2016,71.598.704/3256-69,MEI
3393,Breno Boaz Fernandes Mendonça,ES,73417-0336,17/9/2023,73.629.011/5920-39,ME
3394,Sabrina Brito Santana Leme,MT,02294-7372,3/2/2015,13.436.680/5763-11,EPP
3395,Pedro Teixeira Saboia Paz,RO,08172-6625,18/12/2020,88.722.531/5160-57,ME
3396,Bernardo Coutinho Marques Lobato,PA,45621-0258,23/5/2019,88.915.992/3397-76,MEI
3397,Lucas Oliveria Oliveria Lobato,MT,83222-9985,8/4/2021,11.780.431/1495-19,MEI
3398,Cassandra Brito Lobato Ferraz,PA,63028-1304,14/8/2023,38.713.689/6455-97,Medio Porte
3399,Emanuel Ferraz Brito Moares,PR,66080-4332,25/1/2024,17.343.571/2506-28,EPP
3400,Elis Moares Brito Munhoz,MG,15242-3688,23/1/2021,14.282.956/2949-26,Medio Porte
3401,Solange Gonçalves Matos Moares,PI,22970-7355,11/8/2021,08.335.273/2216-76,ME
3402,Caetano Pinheiro Rodriguez Marques,TO,68536-5731,19/6/2024,35.617.982/1949-00,Medio Porte
3403,Joana Leme Ferraz Silva,MG,03840-0469,10/8/2024,91.765.687/4876-20,ME
3404,Jonas Gonçalves Lobato Rodriguez,BA,94449-4429,13/8/2025,89.141.813/9930-32,EPP
3405,Esther Rodrigues Barbieri Nascimento,BA,69314-2298,8/6/2017,88.638.881/2303-82,ME
3406,Louise Marques Munhoz Rodrigues,AM,49971-9939,22/10/2019,96.004.155/7143-09,ME
3407,Regina Gonçalves Cabral Boaz,AM,80364-7714,13/9/2015,70.226.555/6405-81,ME
3408,André Marques Ferraz Mendonça,AC,61498-6775,1/8/2018,65.716.588/3015-97,EPP
3409,Isabel Cardoso Fernandes Cardoso,RS,32976-2880,28/11/2015,66.290.115/6491-47,ME
3410,Solange Santana Cardoso Oliveria,PI,20078-5593,17/4/2017,61.794.152/7351-65,MEI
3411,Vitor Oliveria Fernandes Santana,SE,12458-9548,22/1/2023,18.874.004/9429-92,ME
3412,Joelma Cardoso Rodriguez Breda,BA,76738-8474,4/3/2024,69.412.140/7008-70,ME
3413,Anna Lobato Fernandes Mendonça,SP,06438-8930,11/9/2022,84.606.498/6046-80,ME
3414,Benjamim Rodrigues Diones Cabral,PI,90251-9076,7/4/2016,38.774.639/5680-51,ME
3415,Frederico Coutinho Marques Marques,DF,43256-3423,1/5/2015,61.174.627/0592-20,ME
3416,Lara Coutinho Barbieri Leme,RR,53643-8107,15/7/2021,59.072.147/7309-30,ME
3417,Emanuel Oliveria Mendonça Munhoz,AM,86694-4009,7/2/2021,31.897.203/4014-66,ME
3418,Henry Rodrigues Coutinho Barbieri,AC,62371-2334,16/9/2020,27.017.382/1710-08,EPP
3419,Juliana Brito Cabral Brito,AP,12200-2601,12/10/2024,26.250.263/5238-64,ME
3420,Luiz Rodrigues Santana Teixeira,PA,34035-4916,27/2/2018,19.501.866/3536-15,EPP
3421,Isabela Cabral Leme Rodriguez,RR,05038-5468,16/6/2022,20.838.745/5888-28,ME
3422,Luiz Mendonça Silva Paz,CE,14114-5431,6/6/2023,30.847.294/0214-30,MEI
3423,Dora Pinheiro Leite Munhoz,RJ,39919-2660,11/12/2018,21.292.311/9588-74,EPP
3424,Antônio Oliveria Boaz Ferraz,DF,60144-1013,8/1/2021,36.860.035/0696-97,Medio Porte
3425,Caetano Ferraz Diones Breda,TO,23334-0264,12/9/2022,69.121.348/1372-21,EPP
3426,Jorge Brito Fernandes Paz,MT,17048-5228,4/1/2018,31.228.344/6965-95,EPP
3427,Henry Ferraz Mendonça Breda,RJ,11649-7523,4/12/2025,18.720.573/4101-12,MEI
3428,Mateus Leite Moares Nascimento,RO,94659-9020,8/6/2020,55.206.533/7384-55,Grande Porte
3429,Ana Matos Brito Breda,SE,76414-2104,27/1/2020,74.871.767/7941-18,MEI
3430,João Mendonça Breda Nascimento,SP,54324-2747,25/4/2022,57.360.420/3204-36,ME
3431,Juliana Moares Teixeira Marques,AP,08962-0938,13/5/2015,11.164.948/8872-45,ME
3432,Sabrina Barbieri Matos Moares,RS,97209-5460,3/7/2021,89.124.863/7006-05,ME
3433,Enzo Leme Breda Rodriguez,AL,35379-8298,17/11/2023,08.404.838/3202-80,EPP
3434,Esther Diones Paz Oliveria,RO,95211-7363,3/2/2022,09.957.999/8264-50,EPP
3435,Zuleide Silva Paz Barbieri,ES,89127-3065,20/1/2022,05.562.553/6788-63,EPP
3436,Isabela Paz Oliveria Saboia,SP,92219-4173,10/6/2023,61.178.936/4510-83,Medio Porte
3437,Carol Teixeira Nascimento Teixeira,SP,69010-4324,9/2/2019,32.924.839/1470-92,ME
3438,Patrick Leite Brito Barbieri,PB,08417-7619,9/3/2020,29.465.698/3930-23,ME
3439,João Coutinho Oliveria Marques,DF,12742-1753,3/4/2025,53.817.243/8157-89,MEI
3440,Gabriela Leme Rodrigues Moares,DF,80117-9709,6/2/2024,68.815.678/9323-40,EPP
3441,Isaac Paz Cabral Nascimento,SC,62354-7173,7/9/2025,44.880.068/6786-02,EPP
3442,Victor Diones Breda Paz,AM,09071-6038,15/7/2025,89.019.009/0828-64,EPP
3443,Isabela Barbieri Cardoso Diones,BA,65747-3737,20/2/2022,75.459.833/5400-71,Medio Porte
3444,Carlos Pinheiro Cardoso Moares,ES,21276-3197,27/3/2018,13.611.786/9049-08,ME
3445,Andréia Oliveria Nascimento Saboia,AC,77208-1950,17/2/2022,96.299.741/3676-18,MEI
3446,Rita Teixeira Leme Santana,PI,44040-4026,5/1/2017,62.876.631/1871-36,MEI
3447,Cassandra Paz Santana Pinheiro,SP,09337-1534,5/9/2023,01.434.985/8750-81,EPP
3448,Carmem Boaz Gonçalves Ferraz,PA,52281-7944,27/3/2022,37.803.372/6725-95,EPP
3449,Laura Ferraz Mendonça Ferraz,RO,60394-5914,21/12/2021,02.419.407/9294-58,EPP
3450,Frida Ferraz Pinheiro Cabral,AL,09028-7643,3/8/2021,18.341.295/7115-48,ME
3451,Clara Barbieri Saboia Breda,SE,87456-0565,3/4/2019,33.440.194/1158-14,ME
3452,Elizabeth Matos Leme Leme,RS,46808-9511,13/3/2016,51.782.345/2271-20,Grande Porte
3453,Palmira Marques Ferraz Nascimento,AP,36408-3885,9/10/2024,26.608.329/3723-16,ME
3454,Adriel Cardoso Nascimento Cabral,ES,86328-7676,11/4/2023,18.329.885/4963-17,MEI
3455,Lucas Rodriguez Ferraz Diones,RN,18748-4255,7/12/2017,87.935.167/9642-27,EPP
3456,Marcos Santana Barbieri Ferreira,AL,42169-7448,25/5/2023,03.530.098/7501-55,MEI
3457,Suzana Cabral Nascimento Cabral,MS,41510-7093,4/1/2024,80.876.327/7245-71,EPP
3458,Bárbara Rodrigues Matos Matos,PE,40377-4370,27/11/2023,91.131.575/2144-02,MEI
3459,Mercedes Ferraz Oliveria Pinheiro,PI,34089-1129,22/10/2022,99.804.575/2262-50,MEI
3460,Danilo Mendonça Ferraz Paz,RJ,56442-1944,6/3/2024,56.842.981/1998-76,EPP
3461,Ayrton Rodrigues Santana Cardoso,RS,66047-0737,2/8/2019,73.026.255/1981-19,EPP
3462,Enzo Barbieri Diones Ferraz,MA,17074-1099,21/1/2023,05.273.590/6143-08,ME
3463,Thereza Munhoz Matos Coutinho,MT,27612-2712,10/5/2021,01.819.924/2916-12,MEI
3464,David Oliveria Brito Moares,AL,33974-5622,5/8/2021,59.059.721/7115-35,EPP
3465,Diana Santana Lobato Fernandes,PE,59370-3165,11/11/2016,77.520.344/9779-62,ME
3466,Giovanni Santana Oliveria Breda,PE,55225-3691,17/11/2023,12.470.623/2704-56,Medio Porte
3467,Eloísa Silva Ferreira Teixeira,RR,36506-4829,14/1/2024,37.068.045/5633-98,ME
3468,Camilla Lobato Breda Munhoz,PR,73767-0306,14/7/2016,73.673.040/0701-81,ME
3469,Felipe Matos Cardoso Leme,MT,80850-6063,27/3/2020,56.488.973/8370-46,EPP
3470,Vinícius Moares Pinheiro Saboia,BA,87376-4194,13/11/2017,26.815.189/2616-58,Grande Porte
3471,Victor Saboia Teixeira Munhoz,MA,81544-7411,3/12/2023,46.136.478/2261-10,EPP
3472,Thiago Gonçalves Fernandes Moares,CE,07465-4040,27/2/2025,76.419.180/2575-90,ME
3473,Suely Leme Teixeira Brito,AP,79731-3712,25/10/2025,01.442.721/4844-42,EPP
3474,Isabel Rodriguez Leme Brito,CE,38418-2295,27/11/2021,93.300.460/4404-95,Medio Porte
3475,Eduardo Oliveria Nascimento Mendonça,SC,01682-4735,24/4/2018,19.233.510/6534-78,EPP
3476,Ben Matos Ferraz Leite,MS,51599-3824,16/6/2017,80.157.282/2095-80,ME
3477,Pedro Munhoz Mendonça Saboia,PE,20653-9990,11/8/2023,40.364.622/9714-21,ME
3478,Manoel Pinheiro Cardoso Gonçalves,CE,93224-9961,26/6/2021,37.446.708/5748-33,Medio Porte
3479,Josué Ferraz Rodriguez Paz,SP,25786-5228,23/2/2021,01.472.834/8445-05,ME
3480,Marlene Saboia Silva Rodrigues,RS,97037-1303,26/6/2021,78.608.864/2053-28,EPP
3481,Regina Diones Ferreira Ferraz,ES,52544-1123,22/2/2019,01.421.640/1433-61,MEI
3482,Joaquim Ferreira Leite Santana,ES,31799-1032,8/10/2017,03.272.634/1714-55,EPP
3483,Isabel Barbieri Teixeira Ferreira,PR,17410-4026,18/11/2017,37.398.151/8670-99,EPP
3484,Emily Moares Gonçalves Munhoz,DF,28947-0021,4/5/2022,87.295.188/7079-33,EPP
3485,Anderson Rodrigues Rodrigues Mendonça,PI,70907-1261,4/5/2018,69.004.171/2593-69,ME
3486,Ben Pinheiro Breda Cardoso,PI,43185-8392,26/2/2017,12.716.307/2190-96,EPP
3487,Emily Coutinho Coutinho Coutinho,AM,72253-7615,2/2/2025,69.437.368/6689-09,ME
3488,Regina Cabral Lobato Boaz,MT,78656-8951,13/6/2017,82.182.147/3735-62,EPP
3489,Creuza Oliveria Diones Rodriguez,PR,19587-3141,25/12/2016,34.121.846/5849-77,ME
3490,Christina Fernandes Gonçalves Santana,RJ,93707-5739,3/3/2017,34.051.668/8930-91,ME
3491,Camilla Mendonça Fernandes Diones,RS,93543-4951,28/1/2024,95.627.048/7575-96,EPP
3492,Martha Teixeira Matos Fernandes,GO,00184-4973,18/9/2023,97.909.315/9458-57,ME
3493,Antônio Silva Mendonça Rodriguez,TO,40209-2091,3/12/2015,23.614.067/7735-89,EPP
3494,Marcos Silva Gonçalves Munhoz,RS,32651-1283,11/6/2020,95.935.340/3661-62,Grande Porte
3495,Nara Rodrigues Munhoz Teixeira,ES,49411-4941,4/11/2020,29.344.184/7727-86,EPP
3496,Alexandre Matos Pinheiro Matos,MG,58209-3601,23/8/2015,49.419.150/2251-45,ME
3497,Caetano Gonçalves Ferraz Coutinho,AC,30003-1241,19/1/2018,16.001.334/0205-30,Medio Porte
3498,Creuza Silva Ferreira Cabral,GO,34965-3216,13/3/2018,53.605.935/7114-80,EPP
3499,David Saboia Marques Saboia,PB,82072-1658,11/5/2021,32.717.575/8893-20,ME
3500,Mateus Fernandes Ferreira Ferreira,PA,76309-2291,6/12/2022,97.314.018/7407-54,EPP
3501,Beatriz Ferreira Ferraz Munhoz,DF,75107-2501,10/4/2015,55.215.961/0699-35,EPP
3502,Bárbara Cabral Fernandes Leme,RR,77112-2568,24/2/2017,96.686.624/6757-82,ME
3503,Mateus Rodrigues Matos Ferraz,SC,28706-5229,19/6/2021,10.437.533/4025-66,ME
3504,Ana Rodrigues Marques Ferraz,CE,34787-6926,22/9/2020,02.612.203/3432-03,EPP
3505,Samuel Rodrigues Breda Teixeira,BA,63861-2440,18/10/2025,61.402.300/0123-90,MEI
3506,Lorena Brito Santana Diones,RO,97538-0715,14/8/2020,48.309.260/6166-27,EPP
3507,Giovanni Santana Diones Leite,GO,57473-8618,16/6/2016,21.255.694/9665-51,ME
3508,Samuel Barbieri Marques Ferreira,SC,54623-4886,6/3/2019,23.755.933/8763-05,MEI
3509,Davi Teixeira Gonçalves Fernandes,PA,05966-0646,27/4/2022,83.210.763/8699-23,MEI
3510,Guilherme Coutinho Boaz Breda,CE,03161-7012,10/11/2025,70.831.443/2271-28,Grande Porte
3511,Dora Marques Paz Saboia,MT,50645-2228,20/8/2019,68.265.905/9580-19,ME
3512,Carol Ferraz Boaz Boaz,MA,58318-3897,17/5/2024,64.924.480/2652-17,ME
3513,Bruna Mendonça Barbieri Gonçalves,DF,82577-0953,19/2/2025,25.073.337/0985-59,EPP
3514,Giovanni Saboia Saboia Rodriguez,AP,62480-7887,11/7/2023,39.011.569/6502-54,ME
3515,Rita Coutinho Nascimento Pinheiro,RR,19316-4765,14/12/2016,42.962.186/2854-75,ME
3516,Esther Fernandes Breda Mendonça,RO,25558-8195,16/12/2023,45.033.793/7223-42,ME
3517,Henry Leme Santana Leme,AL,85058-9068,26/4/2022,20.405.942/1598-17,Medio Porte
3518,Marlene Cardoso Moares Saboia,ES,19769-8184,22/5/2017,85.769.480/6703-10,EPP
3519,Vitor Coutinho Rodrigues Pinheiro,RN,03044-4020,27/10/2017,29.039.357/2321-91,Medio Porte
3520,Jorge Paz Santana Ferreira,MG,94102-6431,25/9/2018,83.804.944/4127-35,EPP
3521,Cláudio Leme Matos Ferraz,MS,90160-3119,27/3/2022,08.007.785/3787-88,EPP
3522,Jacques Barbieri Ferreira Ferreira,MA,27725-0545,5/2/2024,19.399.345/0293-46,ME
3523,Elis Diones Brito Rodriguez,BA,93022-0776,5/9/2022,16.556.010/1977-80,EPP
3524,Zuleide Boaz Diones Ferraz,MT,07437-6606,3/3/2020,16.771.742/9092-87,ME
3525,Laís Ferreira Ferraz Ferraz,RO,49404-4095,17/12/2016,05.218.738/1555-63,MEI
3526,Henry Munhoz Munhoz Pinheiro,MS,02471-6901,15/3/2021,29.500.895/9804-29,Medio Porte
3527,Andréia Rodrigues Leite Matos,AC,76760-4055,26/6/2025,34.549.687/9984-38,ME
3528,Cássia Cardoso Ferreira Munhoz,BA,38307-2277,7/10/2025,05.144.187/2904-37,ME
3529,Marcos Boaz Ferraz Santana,AL,90553-0559,21/7/2017,82.168.485/4959-41,Medio Porte
3530,Carolina Saboia Saboia Rodrigues,PR,09391-4832,6/11/2018,30.420.718/1086-45,ME
3531,Zuleide Silva Teixeira Breda,SP,87881-7153,25/12/2022,69.118.955/0888-54,Grande Porte
3532,Frida Leme Leite Barbieri,PI,59610-0700,22/2/2023,39.585.082/9855-05,ME
3533,Adão Munhoz Oliveria Silva,SP,94282-7781,27/2/2023,74.475.036/2287-69,Medio Porte
3534,Bárbara Barbieri Mendonça Rodrigues,AC,66822-6349,28/2/2019,91.583.151/6574-10,MEI
3535,Elaine Ferraz Coutinho Ferreira,PE,95640-0109,13/12/2024,55.177.005/4194-41,EPP
3536,Thomas Cabral Cabral Saboia,BA,88304-4898,28/3/2023,36.269.776/9672-65,ME
3537,Beatriz Barbieri Cabral Matos,TO,35484-3692,3/10/2023,10.287.608/4203-50,ME
3538,Ben Rodrigues Munhoz Paz,BA,71230-7088,19/6/2025,56.953.300/9141-62,ME
3539,Danilo Ferreira Nascimento Coutinho,TO,35605-8976,8/4/2019,37.219.426/5906-58,ME
3540,Jorge Pinheiro Lobato Paz,ES,37698-5751,9/2/2019,72.299.933/3617-18,Grande Porte
3541,Cassandra Boaz Mendonça Barbieri,RS,18717-5021,6/5/2018,33.888.628/5629-53,Medio Porte
3542,Carlos Fernandes Breda Rodrigues,PR,47658-4393,15/1/2020,45.965.543/8820-75,ME
3543,Rosana Silva Nascimento Coutinho,DF,58999-2402,18/10/2022,95.727.576/9996-24,EPP
3544,Cássia Matos Ferreira Cabral,RO,21018-9284,7/4/2015,15.376.376/3324-93,EPP
3545,Anita Rodrigues Moares Breda,PA,55113-5737,12/6/2025,18.127.624/9314-92,ME
3546,Carmem Marques Barbieri Saboia,MA,91693-8787,11/5/2018,60.601.356/5911-67,ME
3547,Bruno Breda Ferraz Rodrigues,CE,55396-5883,12/7/2018,28.410.703/3702-95,ME
3548,Giovanni Ferraz Munhoz Silva,AM,24850-1990,13/7/2023,52.665.206/1973-08,Grande Porte
3549,Ben Diones Cardoso Coutinho,SP,44444-6891,22/7/2020,05.048.693/4597-67,ME
3550,Zuleide Fernandes Santana Boaz,SP,48322-6243,12/8/2020,61.833.233/3587-74,MEI
3551,Cássia Saboia Cabral Marques,PB,19939-7706,22/11/2019,68.906.343/2492-92,ME
3552,Joelma Gonçalves Nascimento Cardoso,MS,76636-7710,5/4/2024,17.909.983/7532-86,ME
